,,Danseur:mainD11,,,Danseur:mainD12,,,Danseur:mainD13,,,Danseur:tete1,,,Danseur:tete2,,,Danseur:tete3,,,Danseur:tete4,,,Danseur:epaules1,,,Danseur:epaules2,,,Danseur:epaules3,,,Danseur:epaules4,,,Danseur:brasD2,,,Danseur:brasD3,,,Danseur:colonne2,,,Danseur:colonne3,,,Danseur:colonne4,,,Danseur:homoplateD1,,,Danseur:piedD1,,,Danseur:piedD2,,,Danseur:piedD3,,,Danseur:piedG1,,,Danseur:piedG2,,,Danseur:piedG3,,,Danseur:mainG1,,,Danseur:mainG2,,,Danseur:mainG3,,,Danseur:avantbrasG1,,,Danseur:brasG2,,,Danseur:bassin1,,,Danseur:bassin4,,,Danseur:sternum1,,,Danseur:molletD1,,,Danseur:molletG1,,,Danseur:cuisseG1,,,Danseur:cuisseG2,,,Danseur:cuisseD1,,,Danseur:cuisseD21,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
539,0,691.661,71.7275,1061.53,773.618,82.5984,1031.2,703.297,12.5069,1024.6,209.536,-177.427,1565.23,63.337,-181.385,1572.06,97.4227,22.0679,1605.95,190.04,4.75247,1588.08,285.793,-132.836,1376.45,136.451,-46.7286,1326.62,-21.2566,-130.478,1379.79,140.916,-165.997,1395.58,458.027,-117.519,1206.51,530.83,-73.3652,1170.22,144.253,-201.569,1134.15,115.327,-177.687,1007.43,197.907,-179.039,1003.66,240.375,-222.583,1287.73,252.477,-1.35254,66.038,283.923,-134.914,113.818,241.424,-188.017,96.643,-3.13509,-133.385,110.354,43.6978,-174.639,84.2667,45.3247,9.74078,68.5135,-19.1052,20.4187,835.003,-73.2388,-24.1175,817.09,-46.1768,43.9582,774.861,-90.9128,-66.5583,1050.84,-83.7771,-110.599,1272.03,47.5187,-0.983379,960.436,258.351,-9.48088,975.833,148.792,20.7819,1195.32,295.776,-122.849,464.179,-14.4177,-123.526,475.198,-32.1179,-77.1733,824.315,-17.3924,-75.9659,615.555,328.511,-96.6668,839.661,319.09,-55.8277,714.846
540,0,691.628,71.7564,1061.53,773.594,82.637,1031.2,703.305,12.4739,1024.64,209.446,-177.432,1565.22,63.2641,-181.34,1572.04,97.3751,22.0759,1605.94,189.977,4.76707,1588.05,285.785,-132.852,1376.46,136.429,-46.7369,1326.61,-21.2855,-130.522,1379.8,140.905,-165.96,1395.57,458.044,-117.516,1206.54,530.832,-73.368,1170.23,144.254,-201.586,1134.16,115.347,-177.748,1007.46,197.923,-179.03,1003.61,240.412,-222.609,1287.76,252.475,-1.37011,66.0285,283.93,-134.933,113.812,241.419,-187.962,96.6138,-3.12374,-133.382,110.362,43.7018,-174.676,84.2421,45.3349,9.75263,68.4903,-19.0974,20.3834,834.987,-73.2759,-24.1462,817.089,-46.1635,43.9195,774.846,-90.9252,-66.5851,1050.85,-83.794,-110.572,1272.05,47.5322,-0.973016,960.431,258.379,-9.41065,975.885,148.757,20.7668,1195.33,295.767,-122.847,464.181,-14.4257,-123.534,475.203,-32.0931,-77.1609,824.28,-17.3975,-75.9603,615.555,328.522,-96.673,839.663,319.084,-55.8344,714.853
541,0,691.404,71.4999,1061.26,773.58,82.6926,1031.2,703.313,12.5261,1024.67,209.378,-177.35,1565.23,63.2223,-181.259,1572,97.3109,22.149,1605.92,189.934,4.76067,1588.04,285.758,-132.797,1376.46,136.399,-46.7341,1326.62,-21.3206,-130.512,1379.84,140.888,-165.998,1395.61,458.044,-117.506,1206.57,530.851,-73.3277,1170.27,144.252,-201.664,1134.18,115.368,-177.776,1007.42,197.929,-179.076,1003.66,240.41,-222.597,1287.74,252.48,-1.3496,66.0076,283.949,-134.938,113.833,241.433,-187.978,96.614,-3.11188,-133.359,110.357,43.7302,-174.704,84.2662,45.3282,9.74021,68.4938,-19.1163,20.3161,834.99,-73.2794,-24.217,817.082,-46.1899,43.8186,774.874,-90.9546,-66.611,1050.87,-83.8074,-110.569,1272.07,47.5377,-1.02346,960.429,258.36,-9.49838,975.838,148.721,20.7376,1195.35,295.777,-122.831,464.17,-14.4185,-123.559,475.205,-32.0905,-77.1932,824.256,-17.3901,-75.9967,615.562,328.539,-96.7159,839.67,319.103,-55.8501,714.834
542,0,691.545,71.7446,1061.46,773.546,82.7514,1031.21,703.328,12.4895,1024.71,209.316,-177.363,1565.2,63.2271,-181.234,1572.04,97.2405,22.1596,1605.89,189.861,4.81028,1588.02,285.756,-132.794,1376.48,136.373,-46.7281,1326.62,-21.3527,-130.558,1379.86,140.893,-165.957,1395.6,458.051,-117.502,1206.59,530.862,-73.3269,1170.31,144.24,-201.682,1134.21,115.363,-177.764,1007.37,197.955,-179.124,1003.64,240.394,-222.608,1287.77,252.451,-1.35776,66.0291,283.919,-134.965,113.837,241.44,-188.042,96.6667,-3.11472,-133.37,110.349,43.6948,-174.735,84.3594,45.3305,9.72509,68.4931,-19.122,20.2426,834.988,-73.2861,-24.328,817.088,-46.2,43.7132,774.862,-90.985,-66.6363,1050.89,-83.8424,-110.623,1272.09,47.5371,-1.06691,960.441,258.332,-9.5376,975.843,148.683,20.6561,1195.33,295.784,-122.896,464.148,-14.4099,-123.566,475.209,-32.092,-77.1789,824.25,-17.3823,-76.0322,615.573,328.556,-96.7223,839.667,319.088,-55.8507,714.872
543,0,691.356,71.6082,1061.27,773.518,82.7906,1031.19,703.356,12.5099,1024.74,209.237,-177.39,1565.23,63.1701,-181.16,1571.97,97.1812,22.1939,1605.84,189.778,4.84831,1588.01,285.725,-132.778,1376.47,136.351,-46.7398,1326.65,-21.3863,-130.557,1379.9,140.85,-165.975,1395.6,458.086,-117.559,1206.67,530.882,-73.2728,1170.35,144.221,-201.69,1134.2,115.367,-177.807,1007.36,197.946,-179.155,1003.65,240.411,-222.618,1287.8,252.464,-1.35829,66.0398,283.927,-134.929,113.808,241.447,-187.977,96.6522,-3.12545,-133.371,110.354,43.7228,-174.69,84.2597,45.3287,9.75078,68.5148,-19.1529,20.128,834.987,-73.3334,-24.3702,817.104,-46.2547,43.5988,774.862,-91.0181,-66.6471,1050.92,-83.8917,-110.637,1272.15,47.5266,-1.10763,960.431,258.352,-9.48108,975.877,148.632,20.6299,1195.34,295.786,-122.87,464.165,-14.4227,-123.579,475.203,-32.0832,-77.2672,824.274,-17.4023,-76.045,615.554,328.543,-96.7243,839.665,319.106,-55.8829,714.844
544,0,691.308,71.644,1061.26,773.477,82.8122,1031.21,703.333,12.4817,1024.81,209.169,-177.421,1565.28,63.21,-181.169,1572.05,97.0913,22.2362,1605.84,189.713,4.96453,1588.02,285.696,-132.74,1376.48,136.296,-46.7142,1326.65,-21.4216,-130.517,1379.92,140.831,-165.947,1395.6,458.109,-117.507,1206.73,530.865,-73.2341,1170.39,144.199,-201.67,1134.19,115.364,-177.868,1007.37,197.956,-179.19,1003.65,240.375,-222.676,1287.88,252.454,-1.35274,66.0183,283.927,-134.936,113.799,241.439,-187.988,96.6556,-3.1166,-133.377,110.343,43.7029,-174.732,84.3195,45.3285,9.75162,68.5056,-19.1952,20.031,835.04,-73.0476,-24.8983,817.324,-46.3388,43.5147,774.871,-91.0491,-66.6668,1050.95,-83.9304,-110.622,1272.18,47.5273,-1.11663,960.439,258.361,-9.49809,975.873,148.588,20.5642,1195.33,295.789,-122.85,464.156,-14.4092,-123.576,475.188,-32.0711,-77.3276,824.285,-17.3892,-76.0782,615.568,328.542,-96.7596,839.657,319.101,-55.871,714.846
545,0,691.267,71.6169,1061.28,773.471,82.8022,1031.24,703.322,12.4685,1024.83,209.098,-177.353,1565.29,63.171,-181.144,1572.07,97.0192,22.2613,1605.82,189.608,5.00918,1587.99,285.647,-132.728,1376.5,136.255,-46.786,1326.63,-21.4717,-130.5,1379.96,140.779,-165.946,1395.63,458.107,-117.451,1206.78,530.842,-73.2139,1170.44,144.195,-201.741,1134.26,115.375,-177.887,1007.34,197.954,-179.241,1003.65,240.357,-222.626,1287.87,252.457,-1.3874,66.0165,283.946,-134.935,113.823,241.455,-187.956,96.5934,-3.13027,-133.396,110.33,43.7168,-174.715,84.2922,45.3158,9.72436,68.5077,-19.2459,19.9395,835.046,-73.0919,-24.9707,817.359,-46.3965,43.3369,774.939,-91.1133,-66.7295,1050.97,-83.9775,-110.612,1272.21,47.5357,-1.17825,960.419,258.349,-9.47182,975.899,148.538,20.5346,1195.35,295.778,-122.898,464.149,-14.4092,-123.586,475.191,-32.073,-77.3593,824.264,-17.3744,-76.1128,615.569,328.552,-96.7975,839.673,319.083,-55.8701,714.83
546,0,691.241,71.6299,1061.32,773.453,82.7873,1031.28,703.31,12.4568,1024.87,209.043,-177.38,1565.36,63.1285,-180.993,1572.04,96.9566,22.345,1605.79,189.549,5.07195,1588,285.608,-132.679,1376.51,136.194,-46.7157,1326.69,-21.5167,-130.501,1380.03,140.737,-165.936,1395.65,458.073,-117.425,1206.84,530.798,-73.1912,1170.49,144.167,-201.744,1134.29,115.362,-177.908,1007.34,197.977,-179.23,1003.69,240.322,-222.635,1287.93,252.461,-1.35925,66.0185,283.944,-134.943,113.818,241.439,-187.995,96.6649,-3.13099,-133.39,110.356,43.7005,-174.705,84.267,45.3338,9.73225,68.5049,-19.2949,19.8281,835.031,-73.1351,-25.0771,817.397,-46.4694,43.2416,774.948,-91.1529,-66.7452,1051,-83.8223,-110.228,1272.18,47.5213,-1.18606,960.422,258.306,-9.53951,975.907,148.477,20.5226,1195.34,295.794,-122.889,464.168,-14.4116,-123.612,475.202,-32.0581,-77.3637,824.293,-17.3855,-76.1329,615.554,328.552,-96.8117,839.67,319.078,-55.9169,714.842
547,0,691.362,71.7951,1061.56,773.464,82.7693,1031.32,703.274,12.4057,1024.93,209.022,-177.381,1565.33,63.0956,-180.993,1572.12,96.9254,22.3639,1605.8,189.495,5.09271,1587.99,285.552,-132.68,1376.56,136.135,-46.7026,1326.7,-21.5775,-130.459,1380.07,140.699,-165.867,1395.66,458.038,-117.44,1206.91,530.755,-73.1768,1170.53,144.141,-201.759,1134.31,115.368,-177.934,1007.35,197.969,-179.306,1003.69,240.283,-222.661,1288.02,252.487,-1.38502,66.0164,283.941,-134.931,113.816,241.451,-187.994,96.6554,-3.12401,-133.381,110.343,43.7062,-174.719,84.3041,45.3384,9.73928,68.4868,-19.3343,19.7327,835.054,-73.1912,-25.1309,817.417,-46.5366,43.1674,774.97,-91.2285,-66.7738,1051.04,-83.8676,-110.253,1272.26,47.5179,-1.23836,960.39,258.253,-9.60423,975.92,148.436,20.4995,1195.33,295.794,-122.879,464.147,-14.3927,-123.609,475.182,-32.0819,-77.4419,824.302,-17.3804,-76.173,615.591,328.551,-96.8464,839.684,319.088,-55.9247,714.868
548,0,691.325,71.7499,1061.61,773.435,82.7203,1031.38,703.223,12.3616,1024.96,209.015,-177.388,1565.34,63.0575,-180.916,1572.08,96.8615,22.4455,1605.83,189.439,5.13651,1587.99,285.499,-132.616,1376.59,136.094,-46.6381,1326.73,-21.6444,-130.375,1380.09,140.635,-165.812,1395.68,457.993,-117.383,1206.93,530.704,-73.1753,1170.58,144.107,-201.727,1134.37,115.368,-177.984,1007.37,197.944,-179.367,1003.75,240.223,-222.649,1288.09,252.465,-1.34994,66.0411,283.937,-134.92,113.801,241.434,-187.929,96.6133,-3.11276,-133.386,110.342,43.7041,-174.716,84.2894,45.3298,9.74673,68.5122,-19.4292,19.6278,835.041,-73.2366,-25.2263,817.422,-46.6073,43.0632,774.992,-91.3216,-66.8193,1051.06,-83.8169,-110.988,1272.56,47.5139,-1.26071,960.39,258.22,-9.64747,975.925,148.394,20.4731,1195.35,295.798,-122.903,464.172,-14.4094,-123.622,475.184,-32.0736,-77.443,824.299,-17.3953,-76.2135,615.581,328.569,-96.8588,839.686,319.095,-55.9774,714.863
549,0,691.323,71.7216,1061.68,773.417,82.6739,1031.43,703.193,12.4162,1024.96,208.959,-177.362,1565.3,63.0015,-180.885,1572.1,96.8178,22.4566,1605.83,189.378,5.22259,1587.98,285.434,-132.584,1376.63,136.028,-46.6286,1326.73,-21.6826,-130.351,1380.14,140.562,-165.792,1395.71,457.928,-117.379,1206.96,530.655,-73.1767,1170.64,144.073,-201.749,1134.39,115.339,-178.008,1007.37,197.931,-179.364,1003.73,240.188,-222.595,1288.13,252.477,-1.3535,66.0229,283.927,-134.934,113.822,241.423,-187.956,96.6347,-3.11531,-133.391,110.353,43.699,-174.698,84.2441,45.3328,9.73254,68.4877,-19.4816,19.5594,835.062,-73.3108,-25.2859,817.42,-46.6888,42.9827,775.006,-91.4152,-66.8572,1051.11,-83.8983,-110.973,1272.59,47.5098,-1.31982,960.369,258.188,-9.6754,975.943,148.339,20.4614,1195.33,295.789,-122.915,464.177,-14.4036,-123.647,475.188,-32.0687,-77.4466,824.28,-17.3745,-76.2488,615.597,328.552,-96.9049,839.707,319.094,-56.0383,714.878
550,0,691.303,71.6741,1061.71,773.405,82.634,1031.48,703.144,12.3294,1025.05,208.919,-177.327,1565.33,62.9624,-180.848,1572.13,96.7674,22.5094,1605.87,189.339,5.34363,1588.04,285.387,-132.522,1376.67,135.97,-46.6731,1326.71,-21.738,-130.274,1380.17,140.513,-165.731,1395.71,457.863,-117.39,1206.99,530.613,-73.1732,1170.67,144.037,-201.736,1134.44,115.329,-178.061,1007.41,197.921,-179.435,1003.76,240.151,-222.564,1288.16,252.462,-1.36116,66.0386,283.922,-134.953,113.828,241.447,-187.923,96.5728,-3.12105,-133.368,110.355,43.6921,-174.776,84.3544,45.323,9.74119,68.5116,-19.5865,19.4287,835.066,-73.3826,-25.4468,817.466,-46.7689,42.8844,774.992,-91.4988,-66.9014,1051.12,-83.9864,-110.94,1272.63,47.5147,-1.33215,960.357,258.219,-9.62817,975.98,148.293,20.4895,1195.32,295.797,-122.928,464.179,-14.3977,-123.659,475.192,-32.0642,-77.5203,824.293,-17.3793,-76.2167,615.568,328.547,-96.9634,839.708,319.116,-56.0764,714.892
551,0,691.294,71.6726,1061.75,773.404,82.5866,1031.5,703.126,12.2742,1025.11,208.863,-177.33,1565.28,62.9401,-180.739,1572.06,96.7271,22.5325,1605.89,189.277,5.34402,1588.02,285.33,-132.487,1376.71,135.93,-46.6322,1326.74,-21.7934,-130.223,1380.2,140.465,-165.724,1395.76,457.822,-117.31,1206.98,530.587,-73.1626,1170.71,144.005,-201.69,1134.47,115.319,-178.068,1007.4,197.9,-179.471,1003.78,240.123,-222.549,1288.24,252.458,-1.37389,66.0189,283.935,-134.948,113.809,241.431,-188.01,96.6607,-3.11743,-133.374,110.352,43.704,-174.729,84.305,45.3296,9.72719,68.502,-19.6775,19.3062,835.053,-73.51,-25.5341,817.454,-46.8557,42.7655,775.016,-91.619,-66.9164,1051.13,-84.0548,-110.89,1272.67,47.522,-1.37321,960.338,258.174,-9.71533,975.978,148.258,20.4709,1195.36,295.798,-122.933,464.19,-14.404,-123.66,475.173,-32.074,-77.49,824.278,-17.3901,-76.2648,615.612,328.547,-97.0302,839.706,319.109,-56.1346,714.883
552,0,691.285,71.6737,1061.79,773.395,82.5766,1031.52,703.131,12.3255,1025.11,208.871,-177.143,1565.2,62.9494,-180.775,1572.18,96.7099,22.6046,1605.93,189.231,5.46558,1588.04,285.3,-132.476,1376.74,135.869,-46.5012,1326.78,-21.8379,-130.183,1380.24,140.412,-165.662,1395.78,457.768,-117.333,1207.03,530.549,-73.1405,1170.74,143.96,-201.779,1134.51,115.291,-178.112,1007.4,197.858,-179.524,1003.8,240.079,-222.531,1288.28,252.465,-1.36669,66.0195,283.936,-134.942,113.809,241.451,-188.013,96.6442,-3.11406,-133.402,110.337,43.6952,-174.725,84.2687,45.3336,9.73265,68.4973,-19.7932,19.1434,835.027,-73.6269,-25.6699,817.463,-46.9717,42.6466,775.006,-91.7265,-66.9033,1051.14,-84.1218,-110.818,1272.7,47.5386,-1.35816,960.351,258.189,-9.71611,976,148.202,20.5065,1195.37,295.776,-122.954,464.166,-14.4023,-123.674,475.192,-32.0729,-77.508,824.282,-17.365,-76.2392,615.603,328.537,-97.0727,839.702,319.092,-56.1874,714.877
553,0,691.282,71.7078,1061.83,773.39,82.592,1031.56,703.117,12.2814,1025.18,208.819,-177.089,1565.21,62.8811,-180.719,1572.12,96.647,22.6944,1605.96,189.196,5.52909,1588.03,285.245,-132.429,1376.74,135.825,-46.5652,1326.74,-21.89,-130.135,1380.27,140.367,-165.591,1395.78,457.728,-117.295,1207.06,530.507,-73.12,1170.78,143.913,-201.75,1134.51,115.293,-178.082,1007.38,197.851,-179.523,1003.78,240.03,-222.535,1288.31,252.48,-1.36033,66.0271,283.936,-134.951,113.833,241.426,-188.014,96.6545,-3.11534,-133.379,110.348,43.705,-174.732,84.2772,45.3259,9.7257,68.4974,-19.9198,19.0336,835.034,-73.7669,-25.7861,817.475,-47.1022,42.5454,774.976,-91.8447,-66.9494,1051.17,-84.1966,-110.783,1272.74,47.5528,-1.39612,960.377,258.15,-9.82295,976.006,148.14,20.5043,1195.36,295.771,-122.997,464.177,-14.4107,-123.69,475.189,-31.2294,-78.1466,824.223,-17.3936,-76.27,615.599,328.53,-97.1351,839.714,319.1,-56.2189,714.888
554,0,691.28,71.7317,1061.88,773.389,82.5565,1031.58,703.108,12.2324,1025.25,208.798,-177.067,1565.13,62.8036,-180.642,1572.08,96.6201,22.7301,1605.99,189.157,5.64076,1588.05,285.19,-132.371,1376.78,135.757,-46.5391,1326.73,-21.9448,-130.086,1380.29,140.307,-165.462,1395.78,457.682,-117.294,1207.09,530.481,-73.1177,1170.83,143.846,-201.785,1134.56,115.264,-178.137,1007.36,197.829,-179.574,1003.78,239.978,-222.512,1288.35,252.469,-1.35773,66.0276,283.934,-134.949,113.818,241.41,-188.007,96.6071,-3.13539,-133.397,110.342,43.6694,-174.735,84.2661,45.3349,9.72854,68.4879,-20.0564,18.845,835.02,-73.9213,-25.9028,817.476,-47.2413,42.369,774.934,-91.9772,-66.9541,1051.15,-84.4383,-110.937,1272.84,47.538,-1.47728,960.352,258.105,-9.9154,975.982,148.09,20.5375,1195.37,295.747,-123.031,464.176,-14.4356,-123.721,475.186,-31.5877,-77.7806,824.178,-17.3908,-76.2722,615.59,328.52,-97.1833,839.706,319.092,-56.2935,714.881
555,0,691.278,71.7052,1061.92,773.402,82.5745,1031.63,703.122,12.2256,1025.32,208.802,-177.029,1565.14,62.8056,-180.599,1572.11,96.5869,22.8216,1606,189.122,5.65009,1588.03,285.149,-132.317,1376.76,135.706,-46.5199,1326.73,-22.0121,-130.029,1380.32,140.255,-165.431,1395.8,457.653,-117.205,1207.08,530.453,-73.0827,1170.88,143.788,-201.783,1134.56,115.223,-178.158,1007.38,197.777,-179.642,1003.8,239.93,-222.463,1288.39,252.47,-1.36491,66.04,283.922,-134.979,113.822,241.426,-187.98,96.6263,-3.1279,-133.398,110.335,43.6871,-174.719,84.2595,45.3167,9.71154,68.5061,-20.2406,18.6539,834.984,-74.0807,-26.0475,817.489,-47.3983,42.309,774.958,-92.0815,-66.9239,1051.18,-84.5059,-110.91,1272.88,47.5198,-1.42548,960.334,257.564,-10.7084,975.779,148.033,20.4997,1195.35,295.722,-123.061,464.18,-14.4473,-123.732,475.185,-31.5918,-77.7788,824.172,-17.392,-76.2829,615.585,328.499,-97.2245,839.727,319.071,-56.3274,714.893
556,0,691.304,71.7583,1061.99,773.403,82.5519,1031.68,703.114,12.2315,1025.38,208.694,-176.885,1565.14,62.7953,-180.418,1572.03,96.5275,22.9233,1606.02,189.095,5.81068,1588.05,285.095,-132.27,1376.79,135.658,-46.4526,1326.72,-22.0475,-129.99,1380.36,140.228,-165.342,1395.81,457.637,-117.21,1207.16,530.432,-73.0404,1170.93,143.728,-201.892,1134.63,115.211,-178.195,1007.37,197.773,-179.663,1003.8,239.907,-222.439,1288.43,252.478,-1.35757,66.0153,283.927,-134.96,113.831,241.399,-187.968,96.5693,-3.13765,-133.407,110.323,43.6887,-174.71,84.2384,45.3286,9.72188,68.51,-20.4162,18.5036,834.986,-74.5468,-25.7843,817.343,-47.541,42.1515,774.897,-92.189,-66.9476,1051.19,-84.714,-110.342,1272.76,47.5254,-1.42675,960.348,257.843,-10.2361,975.964,147.98,20.5065,1195.34,295.714,-123.094,464.163,-14.456,-123.722,475.168,-31.0921,-78.3362,824.317,-17.4022,-76.2643,615.581,328.484,-97.3011,839.719,319.064,-56.392,714.883
557,0,691.309,71.7738,1062.08,773.399,82.5696,1031.77,703.101,12.2915,1025.43,208.641,-176.933,1565.14,62.7399,-180.322,1572.04,96.5007,22.9753,1606.02,189.065,5.85803,1588.03,285.052,-132.18,1376.79,135.606,-46.4164,1326.7,-22.1044,-129.942,1380.4,140.174,-165.327,1395.83,457.608,-117.162,1207.2,530.391,-73.0249,1170.96,143.695,-201.923,1134.67,115.16,-178.243,1007.37,197.73,-179.667,1003.78,239.864,-222.375,1288.47,252.487,-1.37267,66.0339,283.922,-134.941,113.836,241.411,-187.998,96.6301,-3.13649,-133.4,110.328,43.6649,-174.716,84.2607,45.316,9.7271,68.4997,-20.6273,18.3433,834.948,-74.7479,-25.884,817.341,-47.7374,42.0593,774.912,-92.3062,-66.9183,1051.22,-84.7738,-110.286,1272.78,47.497,-1.39998,960.362,257.848,-10.2872,975.965,147.923,20.526,1195.34,295.704,-123.117,464.174,-14.4673,-123.738,475.179,-31.5371,-77.8719,824.219,-17.4314,-76.2905,615.583,328.457,-97.3227,839.704,319.07,-56.4087,714.884
558,0,691.306,71.8241,1062.15,773.4,82.6231,1031.86,703.099,12.3039,1025.52,208.642,-176.738,1565.09,62.6931,-180.257,1572.04,96.4894,23.0801,1606.03,189.063,5.9805,1588.02,284.991,-132.122,1376.81,135.555,-46.3417,1326.73,-22.1291,-129.878,1380.44,140.147,-165.224,1395.84,457.592,-117.112,1207.24,530.357,-72.9762,1171.01,143.625,-201.942,1134.7,115.141,-178.25,1007.34,197.712,-179.72,1003.78,239.815,-222.338,1288.51,252.486,-1.35084,66.0254,283.924,-134.958,113.829,241.41,-187.981,96.6168,-3.14442,-133.398,110.312,43.6539,-174.776,84.2686,45.3303,9.71389,68.5067,-20.8479,18.2146,834.934,-74.925,-26.0001,817.358,-47.9149,41.9356,774.873,-92.4253,-66.9324,1051.24,-84.8321,-110.271,1272.85,47.4818,-1.47142,960.345,257.813,-10.3266,975.957,147.84,20.5354,1195.32,295.687,-123.142,464.179,-14.4862,-123.742,475.16,-31.4748,-77.917,824.231,-17.4352,-76.291,615.599,328.442,-97.372,839.709,319.045,-56.456,714.877
559,0,691.297,71.9195,1062.22,773.375,82.6748,1031.94,703.102,12.4246,1025.57,208.628,-176.649,1565.07,62.6419,-180.18,1572.07,96.4956,23.1968,1606.05,189.015,6.02505,1588.01,284.933,-132.063,1376.83,135.478,-46.3287,1326.7,-22.1856,-129.808,1380.48,140.094,-165.145,1395.86,457.58,-117.08,1207.31,530.322,-72.9505,1171.08,143.574,-201.973,1134.73,115.091,-178.278,1007.37,197.654,-179.72,1003.78,239.794,-222.343,1288.57,252.477,-1.37934,66.0286,283.911,-134.949,113.835,241.412,-188.014,96.6262,-3.17078,-133.421,110.323,43.6564,-174.782,84.257,45.3314,9.73638,68.5051,-21.0741,18.0602,834.9,-75.1617,-26.1625,817.368,-48.0849,41.7732,774.844,-92.559,-66.9377,1051.29,-84.9234,-110.261,1272.9,47.4499,-1.57346,960.283,257.801,-10.3358,975.96,147.777,20.5014,1195.3,295.661,-123.127,464.188,-14.5045,-123.711,475.176,-31.4363,-77.9921,824.242,-17.4644,-76.2811,615.587,328.41,-97.3748,839.713,319.017,-56.4627,714.916
560,0,691.261,71.991,1062.29,773.333,82.7238,1032.01,703.091,12.4484,1025.67,208.611,-176.588,1565.05,62.6292,-180.025,1572.06,96.5105,23.2764,1606.02,189.019,6.19099,1587.99,284.878,-131.986,1376.86,135.434,-46.3304,1326.69,-22.2289,-129.753,1380.52,140.065,-165.087,1395.88,457.547,-117.056,1207.34,530.305,-72.9069,1171.14,143.501,-202.025,1134.8,115.059,-178.269,1007.32,197.635,-179.778,1003.8,239.758,-222.288,1288.61,252.47,-1.36235,66.0332,283.92,-134.958,113.84,241.413,-187.989,96.6163,-3.16252,-133.41,110.327,43.684,-174.794,84.2772,45.3202,9.72329,68.5057,-21.2459,18.0173,834.875,-75.4117,-26.3393,817.417,-48.2949,41.5989,774.832,-92.691,-66.9407,1051.32,-84.9964,-110.208,1272.94,47.4338,-1.53373,960.302,257.77,-10.3577,975.953,147.715,20.5546,1195.31,295.644,-123.155,464.161,-14.5099,-123.718,475.183,-31.4353,-78.0076,824.259,-17.4726,-76.3026,615.602,328.373,-97.4274,839.716,318.987,-56.5038,714.902
561,0,691.228,71.9941,1062.34,773.291,82.8439,1032.09,703.101,12.4462,1025.78,208.601,-176.526,1565.08,62.6149,-179.872,1572.11,96.4631,23.3725,1606,188.996,6.25624,1587.96,284.835,-131.923,1376.88,135.395,-46.2349,1326.68,-22.2671,-129.693,1380.57,140.008,-164.999,1395.88,457.519,-117.037,1207.39,530.26,-72.8812,1171.18,143.448,-202.063,1134.85,115.04,-178.322,1007.35,197.613,-179.761,1003.8,239.709,-222.246,1288.66,252.461,-1.36051,66.0183,283.912,-134.947,113.843,241.422,-187.991,96.5953,-3.18131,-133.424,110.339,43.6316,-174.728,84.2596,45.321,9.72265,68.5053,-21.452,17.969,834.897,-75.646,-26.4839,817.421,-48.5167,41.435,774.8,-92.8142,-66.9643,1051.34,-85.0596,-110.133,1273,47.4002,-1.59421,960.291,257.732,-10.4511,975.961,147.652,20.5691,1195.32,295.631,-123.148,464.19,-14.5384,-123.718,475.173,-31.4254,-78.0218,824.287,-17.4478,-76.1395,615.491,328.344,-97.4394,839.725,318.95,-56.516,714.913
