Trajectories,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,
,,tt Beau Bras:bras1,,,tt Beau Bras:bras2,,,tt Beau Bras:bras3,,,tt Beau Bras:avantbras2,,,tt Beau Bras:avantbras3,,,tt Beau Bras:main2,,,tt Beau Bras:main3,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
477,0,-402.096,-1763.93,1473.9,-288.609,-1932.33,1309.99,-395.212,-1848.15,1327.47,-101.78,-1790.09,1409.51,-159.902,-1871.46,1347.67,-53.2652,-1786.08,1441.7,-115.8,-1751.41,1440.96
478,0,-403.465,-1760.49,1473.97,-292.468,-1928.76,1307.73,-398.744,-1844.21,1327.25,-105.349,-1784.64,1403.58,-163.686,-1866.71,1342.86,-56.3185,-1779.96,1434.86,-119.147,-1745.9,1435.03
479,0,-404.706,-1757.31,1473.88,-296.33,-1925.45,1305.37,-402.194,-1840.73,1327.03,-108.882,-1779.13,1397.21,-167.451,-1862.04,1337.55,-59.3967,-1773.74,1427.51,-122.484,-1740.2,1428.64
480,0,-405.691,-1754.68,1474.03,-300.179,-1922.28,1302.76,-405.674,-1837.62,1326.7,-112.462,-1773.64,1390.29,-171.228,-1857.39,1331.76,-62.5039,-1767.48,1419.64,-125.88,-1734.42,1421.7
481,0,-406.679,-1752.27,1473.88,-304.132,-1919.36,1300.14,-409.065,-1834.87,1326.47,-116.173,-1768.11,1382.82,-175.097,-1852.9,1325.6,-65.7491,-1761.19,1411.03,-129.356,-1728.73,1414.37
482,0,-407.73,-1750.14,1473.75,-308.022,-1916.58,1297.55,-412.486,-1832.47,1326.29,-120.067,-1762.67,1375.07,-179.026,-1848.44,1319.3,-68.9626,-1754.9,1402,-133.081,-1723.15,1406.4
483,0,-408.874,-1748.32,1473.44,-311.787,-1913.99,1294.91,-415.986,-1830.29,1325.91,-124.036,-1757.41,1367.18,-183.074,-1844.12,1313.04,-72.4429,-1748.61,1392.97,-136.775,-1717.54,1398.04
484,0,-409.997,-1746.72,1473.08,-315.437,-1911.54,1292.18,-419.459,-1828.32,1325.36,-128.027,-1752.27,1359.32,-187.169,-1840.02,1306.86,-75.9515,-1742.45,1384.05,-140.685,-1711.93,1389.72
485,0,-411.094,-1745.39,1472.69,-318.984,-1909.34,1289.57,-422.9,-1826.64,1324.76,-132.093,-1747.18,1351.48,-191.397,-1836.16,1300.73,-79.8019,-1736.41,1375.06,-144.578,-1706.3,1381.66
486,0,-412.129,-1744.38,1472.28,-322.496,-1907.41,1287.13,-426.139,-1825.06,1324.17,-136.333,-1742.17,1343.5,-195.613,-1832.39,1294.66,-83.6394,-1730.6,1365.91,-148.596,-1700.76,1373.34
487,0,-413.305,-1743.67,1471.87,-325.866,-1905.64,1284.95,-429.297,-1823.77,1323.67,-140.719,-1737.3,1335.39,-199.887,-1828.73,1288.65,-87.6934,-1724.9,1356.28,-152.879,-1695.62,1365.18
488,0,-414.502,-1743.34,1471.57,-329.097,-1904.06,1283.02,-432.401,-1822.71,1323.24,-145.192,-1732.6,1327.31,-204.096,-1825.29,1282.84,-91.5862,-1719.28,1346.44,-157.004,-1690.71,1356.67
489,0,-415.912,-1743.11,1471.2,-332.042,-1902.8,1281.25,-435.332,-1821.9,1322.94,-149.598,-1728.3,1319.6,-208.172,-1822.07,1277.33,-95.6059,-1713.73,1337.07,-161.253,-1686.25,1348.77
490,0,-417.258,-1742.96,1470.85,-334.583,-1901.86,1279.7,-438.17,-1821.43,1322.89,-153.771,-1724.29,1312.32,-212.028,-1819.31,1272.16,-99.6545,-1708.29,1328.29,-165.332,-1681.91,1341.19
491,0,-418.454,-1742.97,1470.5,-336.826,-1901.15,1278.35,-440.697,-1821.26,1322.67,-157.914,-1720.51,1305.68,-215.535,-1817.01,1267.35,-103.787,-1703.14,1320.44,-169.622,-1677.75,1334.15
492,0,-419.417,-1743.04,1470.14,-338.72,-1900.75,1277.26,-442.807,-1821.39,1322.67,-161.965,-1717.11,1299.77,-218.832,-1814.9,1263.02,-107.93,-1698.3,1313.7,-174.043,-1673.79,1327.63
493,0,-420.274,-1743.3,1469.99,-340.159,-1900.56,1276.51,-444.576,-1821.82,1322.72,-165.948,-1713.94,1294.67,-221.815,-1813.09,1259.4,-112.15,-1693.88,1307.91,-178.849,-1670.05,1321.47
494,0,-421.184,-1743.7,1469.79,-341.233,-1900.57,1276.11,-445.971,-1822.44,1323.01,-169.797,-1711.04,1290.46,-224.375,-1811.53,1256.58,-116.24,-1689.96,1303.24,-183.442,-1666.51,1316.19
495,0,-422.202,-1744.18,1469.7,-341.757,-1900.7,1276.02,-446.994,-1823.26,1323.31,-173.281,-1708.39,1287.17,-226.473,-1810.15,1254.59,-120.038,-1686.38,1299.71,-187.815,-1663.42,1311.81
496,0,-423.125,-1744.77,1469.66,-341.785,-1900.99,1276.14,-447.6,-1824.3,1323.78,-176.409,-1706.15,1284.81,-228.048,-1809.06,1253.46,-123.36,-1683.14,1297.19,-191.523,-1660.85,1308.68
497,0,-423.924,-1745.47,1469.61,-341.389,-1901.45,1276.47,-447.847,-1825.49,1324.15,-178.892,-1704.23,1283.51,-229.132,-1808.18,1253.05,-126.02,-1680.2,1295.9,-194.681,-1658.77,1306.54
498,0,-424.614,-1746.18,1469.44,-340.413,-1902.16,1277.06,-447.709,-1826.92,1324.45,-180.737,-1702.66,1283.17,-229.477,-1807.61,1253.4,-128.329,-1677.51,1295.59,-197.276,-1657.06,1305.49
499,0,-425.16,-1746.91,1469.11,-338.958,-1902.94,1277.76,-447.065,-1828.46,1324.75,-182.023,-1701.37,1284,-229.204,-1807.25,1254.29,-129.993,-1675.37,1296.74,-199.382,-1655.56,1305.47
500,0,-425.506,-1747.66,1468.71,-336.965,-1903.83,1278.59,-446.044,-1830.14,1324.8,-182.675,-1700.35,1285.65,-228.175,-1807.12,1255.91,-131.118,-1673.54,1299.1,-200.904,-1654.34,1306.28
501,0,-425.741,-1748.48,1468.08,-334.515,-1904.8,1279.47,-444.594,-1832.05,1324.95,-182.727,-1699.65,1288.22,-226.57,-1807.12,1258.07,-131.776,-1672.08,1302.39,-201.85,-1653.5,1308.01
502,0,-425.835,-1749.2,1467.2,-331.598,-1905.86,1280.48,-442.693,-1833.87,1324.75,-182.183,-1699.2,1291.61,-224.388,-1807.31,1260.73,-131.776,-1671.02,1306.59,-202.167,-1653.04,1310.49
503,0,-425.77,-1749.87,1466.11,-328.301,-1906.98,1281.52,-440.295,-1835.69,1324.36,-181.085,-1699.04,1295.48,-221.733,-1807.54,1263.8,-131.424,-1670.5,1311.84,-201.993,-1652.97,1313.67
504,0,-425.553,-1750.52,1464.85,-324.605,-1908.13,1282.62,-437.476,-1837.47,1323.81,-179.573,-1699.09,1299.98,-218.503,-1808,1267.37,-130.588,-1670.35,1317.63,-201.174,-1653.18,1317.61
505,0,-425.109,-1750.99,1463.24,-320.657,-1909.31,1283.79,-434.367,-1839.11,1322.83,-177.627,-1699.48,1304.93,-214.942,-1808.52,1271.19,-129.171,-1670.53,1323.78,-199.833,-1653.69,1322.03
506,0,-424.602,-1751.19,1461.16,-316.456,-1910.43,1284.99,-430.976,-1840.64,1321.73,-175.329,-1700.05,1310.22,-211.088,-1809.15,1275.24,-127.484,-1671.09,1330.43,-198.06,-1654.38,1327.02
507,0,-423.926,-1751.24,1459.01,-312.116,-1911.54,1286.36,-427.356,-1841.93,1320.32,-172.632,-1700.72,1315.62,-207.043,-1809.87,1279.54,-125.365,-1671.94,1337.14,-195.781,-1655.37,1332.26
508,0,-423.075,-1751.17,1457.04,-307.839,-1912.51,1288,-423.703,-1842.96,1318.64,-169.69,-1701.54,1321.07,-202.846,-1810.6,1283.96,-122.982,-1672.89,1343.6,-193.114,-1656.5,1337.69
509,0,-422.26,-1750.88,1455.24,-303.782,-1913.15,1289.91,-419.996,-1843.33,1316.69,-166.44,-1702.36,1326.51,-198.726,-1811.25,1288.54,-120.204,-1674.17,1350.34,-190.099,-1657.64,1343.08
510,0,-421.761,-1750.37,1453.64,-300.166,-1913.43,1292.16,-416.75,-1843.53,1315.26,-163.026,-1703.21,1331.94,-194.837,-1811.78,1293.29,-117.288,-1675.51,1356.77,-186.805,-1658.68,1348.31
511,0,-421.813,-1749.55,1452.51,-297.146,-1913.27,1294.96,-413.902,-1842.77,1313.77,-159.579,-1703.96,1337.38,-191.314,-1812.19,1298.36,-114.16,-1677,1363.33,-183.391,-1659.54,1353.47
512,0,-422.435,-1748.27,1451.97,-294.733,-1912.8,1298.06,-411.919,-1841.42,1312.83,-156.074,-1704.7,1342.88,-188.125,-1812.55,1303.66,-111.07,-1678.26,1369.44,-179.865,-1660.13,1358.43
513,0,-423.502,-1746.31,1451.66,-292.889,-1912.03,1301.45,-410.503,-1839.58,1312.45,-152.694,-1705.49,1348.44,-185.369,-1812.9,1309.22,-107.93,-1679.84,1375.9,-176.186,-1660.58,1363.49
514,0,-424.728,-1743.76,1451.26,-291.526,-1911.08,1304.94,-409.547,-1837.49,1312.55,-149.445,-1706.25,1354,-182.901,-1813.23,1314.7,-104.865,-1681.2,1381.91,-172.5,-1660.87,1368.57
515,0,-425.535,-1740.88,1451.3,-290.459,-1909.97,1308.46,-408.846,-1835.42,1313.24,-146.36,-1706.89,1359.52,-180.677,-1813.54,1320.18,-101.898,-1682.67,1387.99,-168.787,-1661.13,1373.8
516,0,-425.764,-1737.49,1451.37,-289.619,-1908.58,1311.96,-408.085,-1833.29,1314.53,-143.548,-1707.43,1364.96,-178.685,-1813.69,1325.47,-99.1961,-1683.96,1393.85,-165.145,-1661.22,1378.92
517,0,-425.566,-1733.7,1451.43,-288.869,-1906.91,1315.4,-407.24,-1831.11,1316.17,-140.86,-1707.76,1370.38,-176.823,-1813.62,1330.62,-96.5604,-1685.26,1399.86,-161.523,-1661.27,1384.14
518,0,-425.05,-1729.59,1451.79,-288.236,-1904.84,1318.79,-406.207,-1828.73,1318.2,-138.198,-1707.9,1375.92,-175.185,-1813.21,1335.68,-93.9997,-1686.33,1405.9,-157.977,-1661.05,1389.34
519,0,-424.458,-1725.05,1452.24,-287.704,-1902.26,1322.14,-404.988,-1825.99,1320.38,-135.679,-1707.69,1381.31,-173.736,-1812.42,1340.81,-91.5004,-1687.22,1411.83,-154.589,-1660.51,1394.67
520,0,-423.988,-1719.83,1452.63,-287.281,-1899.18,1325.44,-403.702,-1822.76,1322.68,-133.146,-1707.14,1386.75,-172.524,-1811.24,1345.87,-88.9616,-1687.76,1417.66,-151.031,-1659.58,1399.98
521,0,-423.372,-1714.29,1453.33,-286.958,-1895.57,1328.72,-402.407,-1818.84,1324.8,-130.663,-1706.16,1391.97,-171.46,-1809.59,1350.91,-86.2918,-1687.89,1423.29,-147.321,-1658.31,1405.4
522,0,-422.696,-1708.17,1454.02,-286.709,-1891.4,1331.86,-401.239,-1814.24,1326.9,-128.102,-1704.88,1397.17,-170.477,-1807.47,1355.81,-83.5102,-1687.68,1428.62,-143.43,-1656.79,1410.85
523,0,-422.001,-1701.58,1454.65,-286.49,-1886.71,1334.84,-400.214,-1808.87,1328.7,-125.385,-1703.2,1402.21,-169.479,-1804.91,1360.54,-80.5597,-1687.13,1433.74,-139.361,-1654.84,1416.12
524,0,-421.261,-1694.57,1455.19,-286.323,-1881.51,1337.63,-399.346,-1802.9,1330.35,-122.494,-1701.1,1406.99,-168.441,-1801.86,1364.91,-77.3053,-1686.12,1438.43,-134.891,-1652.18,1420.99
525,0,-420.488,-1687.16,1455.59,-286.118,-1875.83,1340.17,-398.568,-1796.29,1331.56,-119.493,-1698.55,1411.45,-167.209,-1798.36,1368.87,-73.9044,-1684.57,1442.83,-130.709,-1649.87,1426.38
526,0,-419.662,-1679.3,1455.73,-285.903,-1869.61,1342.34,-397.784,-1789.19,1332.43,-116.318,-1695.47,1415.48,-165.82,-1794.4,1372.47,-70.45,-1682.68,1446.93,-126.003,-1646.63,1430.64
527,0,-418.932,-1671.19,1455.71,-285.591,-1862.88,1344.18,-396.859,-1781.65,1332.97,-112.974,-1691.96,1419.05,-164.168,-1789.96,1375.47,-66.9198,-1680.32,1450.51,-121.342,-1642.94,1434.67
528,0,-418.202,-1662.65,1455.33,-285.094,-1855.57,1345.72,-395.756,-1773.69,1333.16,-109.44,-1688.02,1422.05,-162.366,-1784.98,1378.07,-63.2624,-1677.62,1453.58,-116.355,-1638.59,1437.61
529,0,-417.448,-1653.89,1454.89,-284.513,-1847.85,1347,-394.487,-1765.27,1332.94,-105.682,-1683.65,1424.41,-160.445,-1779.49,1380.17,-59.3528,-1674.52,1455.99,-111.543,-1634.61,1440.8
530,0,-416.594,-1644.78,1454.29,-283.702,-1839.6,1347.86,-393.135,-1756.49,1332.33,-101.556,-1678.85,1426.15,-158.279,-1773.5,1381.71,-55.1388,-1671,1457.66,-106.348,-1629.93,1442.83
531,0,-415.681,-1635.29,1453.27,-282.721,-1830.84,1348.44,-391.604,-1747.48,1331.64,-97.178,-1673.68,1427.22,-155.958,-1767.01,1382.72,-50.5697,-1667.05,1458.45,-100.767,-1624.71,1444.02
532,0,-414.805,-1625.47,1452.08,-281.557,-1821.59,1348.63,-390.01,-1738.08,1330.64,-92.5865,-1668.11,1427.59,-153.458,-1759.96,1383.02,-45.6571,-1662.59,1458.35,-94.8155,-1619.33,1444.97
533,0,-413.915,-1615.28,1450.58,-280.243,-1811.95,1348.54,-388.415,-1728.48,1329.41,-87.8081,-1662.05,1427.22,-150.809,-1752.49,1382.81,-40.4031,-1657.73,1457.44,-89.1088,-1614.2,1445.85
534,0,-412.938,-1604.91,1449,-278.718,-1801.82,1348.06,-386.788,-1718.75,1328.16,-82.943,-1655.49,1426.05,-148.058,-1744.56,1381.98,-35.1643,-1652.22,1455.61,-82.7132,-1607.85,1445.09
535,0,-411.976,-1594.16,1447.1,-277.211,-1791.31,1347.11,-385.301,-1708.69,1326.66,-77.9595,-1648.4,1423.95,-145.22,-1736.09,1380.36,-29.7802,-1646.31,1452.94,-76.1721,-1600.93,1443.49
536,0,-411.023,-1583.19,1445.04,-275.51,-1780.43,1345.73,-383.857,-1698.47,1325.07,-72.8536,-1640.87,1420.98,-142.227,-1727.24,1378.03,-24.2896,-1639.91,1449.27,-69.9426,-1593.61,1440.68
537,0,-410.043,-1571.94,1442.75,-273.733,-1769.26,1343.91,-382.461,-1687.97,1323.24,-67.6202,-1632.97,1417.08,-139.075,-1718.16,1375.06,-18.8047,-1633.04,1444.64,-63.7922,-1585.85,1437.14
538,0,-408.996,-1560.38,1440.25,-272.011,-1757.6,1341.54,-381.123,-1677.12,1321.22,-62.3032,-1624.66,1412.26,-135.906,-1708.51,1371.13,-13.2247,-1625.76,1439.07,-57.2115,-1577.48,1432.18
539,0,-407.887,-1548.5,1437.54,-270.223,-1745.64,1338.75,-379.93,-1665.84,1318.86,-56.8857,-1615.97,1406.43,-132.628,-1698.56,1366.49,-7.51627,-1618.03,1432.43,-50.5391,-1569.18,1426.61
540,0,-406.531,-1536.24,1434.61,-268.381,-1733.32,1335.68,-378.732,-1654.29,1316.33,-51.3391,-1606.98,1399.57,-129.342,-1688.2,1361.07,-1.71838,-1609.96,1424.81,-43.6459,-1560.27,1419.61
541,0,-405.231,-1523.61,1431.5,-266.527,-1720.5,1332.14,-377.697,-1642.74,1314.02,-45.7517,-1597.56,1391.66,-126.055,-1677.38,1355.02,4.16227,-1601.48,1416.05,-36.7807,-1551.09,1411.52
542,0,-403.808,-1510.52,1428.28,-264.695,-1707.15,1328.18,-376.473,-1630.3,1310.96,-40.1043,-1587.85,1382.78,-122.799,-1666.17,1348.26,10.0873,-1592.66,1406.27,-29.9051,-1541.5,1402.23
543,0,-402.281,-1497.05,1424.96,-262.827,-1693.28,1323.76,-375.259,-1617.32,1307.6,-34.4336,-1577.78,1372.94,-119.575,-1654.47,1340.66,16.0439,-1583.49,1395.36,-23.1272,-1531.46,1391.61
544,0,-400.779,-1483.18,1421.46,-260.858,-1678.95,1318.99,-374.04,-1603.8,1303.93,-28.7186,-1567.31,1361.81,-116.377,-1642.43,1332.53,21.9581,-1573.86,1383.33,-16.2102,-1521.15,1380.01
545,0,-399.342,-1468.93,1417.78,-258.893,-1663.88,1313.61,-372.818,-1589.73,1299.95,-23.1832,-1556.61,1349.82,-113.285,-1629.84,1323.33,27.6951,-1564.07,1370.15,-9.23796,-1510.47,1367.16
546,0,-397.876,-1454.29,1414.1,-256.898,-1648.32,1307.8,-371.683,-1575.19,1295.72,-17.7472,-1545.38,1336.64,-110.282,-1616.97,1313.33,33.3384,-1553.88,1355.72,-2.62062,-1499.5,1353.28
547,0,-396.409,-1439.22,1410.28,-255.127,-1632.36,1301.49,-370.531,-1560.18,1291.14,-12.7604,-1534.04,1322.52,-107.55,-1603.52,1302.11,38.5317,-1543.41,1339.93,3.94023,-1488.09,1338.16
548,0,-394.86,-1423.61,1406.4,-253.348,-1616.12,1294.72,-369.446,-1544.67,1286.44,-8.12364,-1522.14,1307.21,-105.149,-1589.9,1290.38,43.4551,-1532.55,1322.85,10.2079,-1476.3,1321.95
549,0,-393.289,-1407.61,1402.48,-251.883,-1599.38,1287.08,-368.384,-1528.64,1281.54,-4.12912,-1509.71,1290.56,-103.169,-1575.67,1277.48,47.7536,-1521.29,1304.4,15.7158,-1464.12,1304.55
550,0,-391.475,-1391.03,1398.34,-250.854,-1582.43,1279.32,-367.422,-1512.06,1276.21,-0.766093,-1496.96,1272.86,-101.738,-1561.03,1263.88,51.3279,-1509.61,1284.61,20.4867,-1451.64,1286
551,0,-389.363,-1374.06,1394.08,-249.993,-1564.92,1270.95,-366.499,-1495.16,1270.83,1.7822,-1483.69,1253.76,-100.948,-1545.76,1249.3,53.9773,-1497.29,1263.45,24.4333,-1438.7,1265.94
552,0,-387.16,-1356.53,1389.64,-249.443,-1547.05,1262.29,-365.746,-1477.8,1265.4,3.4338,-1469.97,1233.7,-100.693,-1530.11,1234.33,55.6879,-1484.3,1241.15,26.9761,-1425.34,1244.6
553,0,-384.937,-1338.8,1385.07,-249.056,-1528.86,1253.33,-365.349,-1460.11,1259.82,4.08332,-1455.56,1212.26,-100.924,-1514.03,1218.73,56.2547,-1470.68,1217.95,28.3793,-1411.19,1221.79
554,0,-382.596,-1320.79,1380.34,-248.763,-1510.2,1244.17,-365.207,-1442.07,1254.04,3.58524,-1440.38,1189.52,-101.778,-1497.37,1202.25,55.8012,-1456.09,1193.52,28.4066,-1396.24,1197.66
555,0,-380.463,-1302.6,1375.49,-248.522,-1490.81,1234.37,-365.48,-1423.88,1248.29,1.94515,-1424.81,1166.18,-103.483,-1480.03,1185.09,54.0958,-1440.49,1168.06,26.8864,-1380.44,1172.34
556,0,-378.432,-1284.4,1370.52,-248.486,-1471.06,1224.18,-366.062,-1405.43,1242.45,-1.13464,-1408.11,1141.56,-105.81,-1462.09,1167.45,51.0694,-1423.85,1141.51,23.7606,-1363.77,1145.89
557,0,-376.804,-1266.25,1365.7,-248.737,-1450.99,1213.95,-366.915,-1387.05,1236.98,-5.61475,-1391.03,1116.36,-109.11,-1443.43,1149.2,46.6746,-1406.34,1114.14,18.9671,-1346.15,1118.5
558,0,-375.702,-1248.27,1360.96,-249.195,-1430.27,1203.18,-367.932,-1368.76,1231.68,-11.5326,-1373.11,1090.72,-113.407,-1424.1,1130.43,40.665,-1387.78,1085.65,12.2432,-1327.76,1090.51
559,0,-375.219,-1230.43,1356.24,-249.976,-1409.1,1192.08,-369.018,-1350.77,1226.71,-19.3238,-1354.32,1064.3,-118.652,-1404.24,1111.48,33.0123,-1368.14,1056.16,3.6285,-1308.61,1062.07
560,0,-375.192,-1212.89,1351.86,-251.222,-1387.69,1180.65,-370.122,-1333.25,1221.79,-28.7349,-1334.69,1037.71,-124.847,-1383.86,1092.37,23.6693,-1347.55,1026.18,-6.95252,-1288.29,1033.17
561,0,-375.688,-1195.41,1347.42,-252.849,-1366.16,1168.87,-371.16,-1316.07,1216.9,-39.8749,-1314.11,1011.15,-132.174,-1362.58,1072.98,12.0747,-1325.89,995.998,-19.6388,-1267.14,1004.37
562,0,-376.517,-1178.53,1343.4,-255.284,-1344.11,1156.59,-371.95,-1299.22,1211.92,-52.9979,-1292.34,984.716,-140.624,-1340.62,1053.63,-1.62241,-1302.87,965.908,-34.6914,-1244.72,975.688
563,0,-377.656,-1161.95,1339.37,-258.369,-1321.75,1143.89,-372.678,-1282.66,1206.6,-68.0632,-1269.38,958.837,-150.405,-1318.17,1034.42,-17.5326,-1278.63,936.237,-52.117,-1221.1,947.313
564,0,-378.839,-1145.92,1335.27,-261.958,-1299.17,1131.15,-373.136,-1266.24,1201.12,-85.1522,-1245.51,933.384,-161.611,-1294.25,1014.79,-35.6543,-1253.08,907.239,-72.4612,-1196.06,919.484
565,0,-380.166,-1130.37,1331.2,-266.555,-1276.17,1118.19,-373.608,-1249.79,1195.4,-104.099,-1220.57,908.826,-173.733,-1270.18,996.572,-56.2138,-1226.29,879.219,-95.2664,-1170.47,893.017
566,0,-381.296,-1115.54,1327.59,-272.074,-1252.92,1105.23,-374.058,-1233.3,1189.69,-125.059,-1194.86,885.474,-187.07,-1245.7,978.342,-78.9154,-1198.32,852.313,-120.327,-1144.2,867.801
567,0,-382.479,-1100.79,1323.96,-278.517,-1229.3,1092.37,-374.666,-1216.78,1183.99,-148.045,-1168.13,863.185,-201.906,-1219.97,960.751,-104.423,-1169.38,826.216,-147.384,-1117.63,844.626
568,0,-383.753,-1086.58,1320.68,-285.751,-1205.64,1080.06,-375.489,-1200.07,1178.25,-173.776,-1139.81,841.815,-218.129,-1193.38,943.804,-132.142,-1140.04,802.116,-176.784,-1089.88,823.01
569,0,-385.197,-1072.19,1317.71,-294.158,-1181.33,1067.6,-376.562,-1183.35,1172.58,-200.917,-1111.53,822.425,-235.681,-1166.29,927.686,-162.171,-1110.4,779.903,-207.652,-1061.91,803.655
570,0,-386.746,-1058.28,1315.09,-303.533,-1157.08,1055.7,-377.96,-1166.18,1166.57,-229.907,-1082.77,805.009,-255.068,-1138.68,912.59,-194.521,-1080.27,759.476,-240.145,-1033.28,786.45
571,0,-388.318,-1045.17,1312.6,-313.943,-1132.45,1044.26,-379.462,-1149.01,1160.58,-260.575,-1053.6,789.749,-275.693,-1110.91,898.755,-228.947,-1050.57,741.478,-273.469,-1004.43,772.224
572,0,-390.144,-1032.29,1309.94,-325.461,-1108.11,1034.04,-381.256,-1131.57,1154.51,-292.83,-1024.37,776.83,-297.98,-1082.92,886.428,-265.322,-1020.49,726.033,-307.88,-975.489,760.799
573,0,-392.267,-1019.39,1307.24,-337.741,-1083.53,1024.76,-383.397,-1114,1148.43,-326.316,-995.235,767.197,-322.166,-1053.96,875.944,-303.511,-989.334,713.816,-343.964,-946.727,753.025
574,0,-394.703,-1006.17,1304.31,-350.907,-1059.7,1017.28,-386.197,-1096.49,1142.65,-360.641,-965.573,760.67,-346.337,-1026.29,867.46,-341.802,-958.024,706.207,-381.845,-917.931,748.148
575,0,-397.034,-993.311,1302.1,-366.578,-1033.56,1009.87,-389.565,-1078.68,1136.82,-396.148,-936.082,757.753,-371.117,-997.541,862.316,-380.895,-925.845,702.219,-421.814,-889.489,747.244
576,0,-399.816,-979.818,1300.15,-381.694,-1008.82,1005,-393.962,-1061,1131.56,-431.805,-906.43,758.096,-396.985,-968.876,858.879,-420.683,-893.3,702.286,-462.291,-861.972,750.406
577,0,-402.632,-966.222,1298.86,-397.393,-983.843,1001.62,-399.479,-1042.96,1127.3,-468.594,-877.675,761.84,-423.069,-940.636,858.353,-460.865,-861.277,706.099,-502.931,-835.565,757.185
578,0,-406.011,-952.146,1298.27,-413.143,-959.55,1000.34,-407.089,-1023.05,1123.73,-505.099,-849.687,768.631,-449.587,-913.028,859.94,-501.424,-830.351,713.521,-543.211,-813.122,765.906
579,0,-409.879,-937.647,1298.42,-428.899,-935.362,1000.31,-414.804,-1004.07,1121.97,-541.065,-822.981,778.501,-475.647,-885.458,863.867,-541.761,-800.921,724.232,-582.939,-790.149,779.272
580,0,-414.131,-923.043,1299.19,-444.936,-911.482,1001.76,-422.518,-985.372,1121.51,-576.67,-797.416,791.241,-503.911,-862.928,868.466,-582.466,-773.016,738.078,-621.067,-768.371,795.741
581,0,-418.564,-908.408,1300.6,-460.335,-888.073,1004.59,-430.403,-965.853,1121.65,-611.048,-772.434,806.952,-530.154,-837.011,876.667,-621.821,-746.892,755.029,-657.413,-748.121,814.686
582,0,-423.391,-893.943,1302.52,-475.59,-864.715,1008.78,-437.818,-946.157,1122.63,-645.489,-754.026,823.199,-555.069,-809.093,888.882,-659.896,-722.518,774.975,-692.116,-729.113,836.808
583,0,-428.318,-879.705,1305.21,-492.243,-841.342,1014,-445.892,-924.853,1123.28,-677.374,-733.11,843.331,-579.978,-784.318,901.485,-696.046,-699.997,798.025,-724.794,-715.158,859.763
584,0,-433.468,-865.659,1308.54,-507.387,-818.53,1020.94,-452.94,-904.515,1125.87,-707.616,-712.491,866.403,-604.917,-764.842,914.262,-731.608,-682.398,821.766,-755.399,-696.034,887.547
585,0,-438.758,-851.73,1312.37,-522.476,-795.956,1029.07,-459.959,-884.126,1129.09,-736.079,-694.069,890.87,-628.077,-742.805,929.956,-764.04,-662.82,849.587,-783.283,-679.837,916.964
586,0,-444.179,-838.094,1316.66,-536.847,-774.168,1038.3,-468.487,-862.988,1133.19,-762.576,-677.324,916.777,-650.335,-721.065,947.545,-794.516,-643.95,879.379,-809.52,-668.827,944.28
587,0,-449.783,-824.395,1321.53,-551.053,-752.595,1048.71,-475.465,-842.813,1137.92,-786.956,-660.527,944.067,-671.302,-701.046,966.238,-822.38,-627.237,910.378,-831.546,-653.419,975.854
588,0,-455.193,-811.572,1327.21,-564.678,-731.388,1060.12,-483.896,-823.089,1144.06,-809.34,-645.75,972.003,-691.014,-681.78,986.498,-848.066,-612.321,941.982,-852.37,-642.613,1006.41
589,0,-460.766,-798.943,1333.19,-577.518,-711.021,1072.79,-492.095,-804.074,1150.96,-829.552,-631.003,1001.62,-709.573,-662.193,1008.01,-871.059,-597.883,975.159,-870.898,-632.106,1036.95
590,0,-466.166,-786.767,1339.65,-589.613,-690.657,1086.3,-500.183,-785.834,1158.9,-847.96,-618.715,1030.82,-726.808,-644.564,1030.2,-891.43,-585.182,1008.78,-887.216,-623.167,1068.18
591,0,-471.367,-775.135,1346.49,-602.467,-674.508,1099.44,-509.488,-771.192,1166.99,-864.141,-606.58,1060.91,-742.41,-627.92,1053.11,-909.699,-573.663,1042.54,-901.49,-614.652,1099.28
592,0,-476.375,-763.809,1353.49,-613.477,-656.168,1114.8,-516.959,-752.426,1176.61,-878.571,-595.43,1091.11,-756.958,-612.539,1076.04,-925.776,-563.371,1076.3,-913.817,-607.091,1129.92
593,0,-480.751,-753.011,1360.9,-623.639,-638.606,1130.2,-524.581,-735.503,1186.41,-891.055,-585.188,1120.44,-769.969,-597.179,1099.73,-939.72,-553.253,1110.23,-924.265,-600.07,1160.28
594,0,-485.296,-741.993,1368.4,-633.406,-621,1146.22,-532.504,-720.445,1195.97,-900.049,-571.685,1152.51,-781.956,-582.739,1123.41,-952.014,-544.577,1143.57,-933.116,-593.456,1189.94
595,0,-489.757,-730.96,1376.08,-642.634,-603.89,1162.87,-539.919,-706.001,1205.68,-911.737,-566.327,1179.39,-792.716,-568.779,1146.98,-962.392,-536.048,1176.61,-940.554,-587.044,1219.2
