Trajectories,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,
,,tt Beau Bras:bras1,,,tt Beau Bras:bras2,,,tt Beau Bras:bras3,,,tt Beau Bras:avantbras2,,,tt Beau Bras:avantbras3,,,tt Beau Bras:main2,,,tt Beau Bras:main3,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
240,0,-749.646,-1269.55,1445.02,-660.081,-1215.91,1190.47,-697.524,-1306.99,1280.5,-732.231,-1023.54,1013.9,-684.833,-1116.88,1078.26,-722.499,-993.892,962.067,-764.251,-978.092,1014.15
241,0,-745.532,-1278.87,1445.54,-651.544,-1227,1192.43,-692.414,-1317.66,1281.88,-716.45,-1032.25,1017.14,-673.504,-1126.43,1080.52,-705.559,-1001.3,966.617,-746.273,-985.501,1018.93
242,0,-742.266,-1287.6,1445.97,-643.712,-1238.03,1194.25,-688.084,-1327.59,1282.86,-702.341,-1040.47,1020.1,-661.912,-1136.37,1083.17,-688.645,-1009.42,971.384,-729.744,-993.542,1023.42
243,0,-739.035,-1296.02,1446.4,-636.134,-1249.07,1196.09,-683.632,-1337.77,1284.45,-688.394,-1049.6,1023.52,-651.094,-1146.3,1085.55,-672.27,-1017.98,976.291,-714.036,-1002.08,1027.68
244,0,-736.03,-1304.1,1446.72,-628.541,-1260.44,1198.26,-680.251,-1346.97,1285.26,-674.971,-1058.93,1026.7,-640.762,-1156.31,1087.92,-656.32,-1027.28,980.985,-698.88,-1010.88,1031.58
245,0,-732.635,-1312.37,1447.45,-622.845,-1270.76,1199.44,-676.48,-1356.76,1286.95,-661.769,-1068.82,1029.76,-630.456,-1166.95,1090.34,-640.835,-1037.69,985.415,-684.512,-1019.95,1034.71
246,0,-729.764,-1319.98,1447.7,-615.838,-1282.56,1201.38,-673.049,-1366.18,1288.23,-648.744,-1079.11,1032.41,-620.618,-1177.8,1092.58,-625.207,-1048.74,989.501,-669.781,-1029.8,1037.84
247,0,-726.28,-1328.17,1448.55,-609.415,-1294.17,1203.18,-668.614,-1376.66,1290.3,-636.214,-1089.71,1034.43,-610.2,-1189.56,1094.96,-611.346,-1059.82,992.34,-655.701,-1039.79,1040.2
248,0,-722.956,-1335.92,1449.08,-603.369,-1305.82,1204.83,-665.339,-1386.24,1291.53,-624.162,-1100.63,1035.97,-601.561,-1200.5,1096.03,-597.618,-1071.77,994.861,-641.867,-1050.41,1042.21
249,0,-718.526,-1344.58,1450.33,-597.607,-1317.4,1206.22,-662.263,-1395.72,1292.56,-612.192,-1111.9,1037.36,-592.64,-1212.26,1097.41,-584.36,-1084.09,996.574,-627.722,-1061.78,1044.23
250,0,-715.032,-1352.32,1451.05,-592.132,-1328.98,1207.46,-659.406,-1405.1,1293.31,-600.879,-1123.39,1038.19,-583.691,-1224.57,1098.7,-572.12,-1096.39,997.237,-614.286,-1072.93,1045.36
251,0,-711.295,-1360.24,1451.84,-586.759,-1340.8,1208.75,-656.201,-1415.05,1294.53,-589.081,-1135.71,1039.3,-575.682,-1236.49,1099.34,-560.166,-1109.6,998.16,-600.924,-1084.72,1046.33
252,0,-707.578,-1368.12,1452.62,-581.908,-1352.43,1209.72,-653.136,-1425.01,1295.69,-578.145,-1148.21,1039.92,-567.817,-1248.89,1100.19,-548.739,-1122.98,998.498,-588.398,-1096.59,1046.57
253,0,-703.804,-1375.82,1453.53,-577.144,-1364.27,1210.84,-650.504,-1434.51,1296.47,-567.843,-1160.77,1040.07,-560.311,-1261.3,1100.8,-537.914,-1136.61,998.28,-576.561,-1108.99,1046.74
254,0,-700.12,-1383.44,1454.43,-572.703,-1376.1,1212.04,-647.888,-1444.08,1297.66,-558.055,-1173.64,1040.18,-553.094,-1274.1,1101.48,-527.289,-1150.87,998.308,-564.996,-1121.64,1046.4
255,0,-696.317,-1391.11,1455.68,-568.559,-1387.89,1213.25,-645.401,-1453.49,1298.88,-548.792,-1186.8,1039.72,-546.111,-1287.1,1102.17,-517.276,-1165.16,997.764,-554.083,-1135.03,1046.11
256,0,-692.723,-1398.4,1456.7,-564.549,-1399.65,1214.49,-643.035,-1462.93,1300.39,-539.793,-1200.43,1039.43,-539.736,-1300.13,1102.47,-507.975,-1179.68,997.002,-544.021,-1148.12,1044.98
257,0,-689.019,-1405.8,1457.94,-561.015,-1411.25,1215.6,-640.775,-1472.12,1301.96,-531.161,-1214.23,1038.69,-533.385,-1313.53,1102.92,-498.951,-1194.53,995.935,-534.239,-1161.89,1043.77
258,0,-685.446,-1412.95,1458.99,-557.545,-1422.81,1216.67,-638.559,-1481.19,1303.57,-523.174,-1228.31,1037.77,-527.825,-1326.78,1102.95,-490.307,-1209.7,994.864,-524.863,-1176.03,1042.47
259,0,-681.909,-1420,1460.08,-554.317,-1434.37,1217.81,-636.316,-1490.19,1305.17,-515.332,-1242.77,1036.72,-522.264,-1340.35,1103.06,-482.464,-1224.79,993.245,-516.164,-1190.25,1040.71
260,0,-678.342,-1426.93,1461.11,-551.34,-1445.75,1218.73,-634.258,-1499.03,1306.67,-508.351,-1257.02,1035.12,-517.348,-1353.76,1102.82,-474.475,-1240.8,991.951,-508.182,-1204.55,1038.46
261,0,-674.791,-1433.94,1462.17,-548.573,-1457.07,1219.64,-632.105,-1507.89,1308.09,-501.397,-1271.83,1033.69,-512.382,-1367.46,1102.72,-467.307,-1256.52,990.277,-500.573,-1219.11,1036.06
262,0,-671.282,-1440.78,1463.01,-546.015,-1468.21,1220.33,-630.169,-1516.59,1309.4,-494.944,-1286.55,1031.79,-507.906,-1380.99,1102.14,-460.437,-1272.49,988.202,-493.239,-1234,1033.43
263,0,-667.941,-1447.53,1463.78,-543.62,-1479.28,1220.99,-628.27,-1525.26,1310.59,-488.961,-1301.46,1029.7,-503.674,-1394.66,1101.62,-454.074,-1288.73,985.942,-486.668,-1248.69,1030.21
264,0,-664.393,-1454.32,1464.61,-541.534,-1489.98,1221.38,-626.508,-1533.77,1311.75,-483.208,-1316.51,1027.48,-500.041,-1408.1,1100.77,-448.075,-1304.95,983.312,-480.331,-1263.61,1026.64
265,0,-661.253,-1460.64,1464.94,-539.617,-1500.53,1221.73,-624.822,-1542.12,1312.75,-477.831,-1331.58,1024.88,-495.999,-1421.77,1100.09,-442.765,-1321.1,980.191,-474.172,-1278.68,1022.92
266,0,-657.904,-1467.09,1465.49,-538.012,-1510.9,1221.95,-623.32,-1550.33,1313.64,-472.909,-1346.61,1021.77,-493,-1435.17,1098.86,-437.45,-1337.71,977.058,-468.342,-1293.93,1018.62
267,0,-654.788,-1473.34,1465.94,-536.433,-1521.12,1222.12,-621.982,-1558.23,1314.47,-468.13,-1361.88,1018.65,-489.964,-1448.66,1097.68,-432.519,-1354.58,973.662,-463.005,-1309.31,1014.11
268,0,-651.744,-1479.34,1466.18,-535.267,-1531.04,1222.11,-620.799,-1565.88,1315.1,-463.671,-1377.39,1015.35,-487.432,-1461.97,1096.17,-428.084,-1371.37,969.975,-457.868,-1324.76,1009.26
269,0,-648.713,-1485.15,1466.32,-534.401,-1540.58,1221.74,-619.77,-1573.32,1315.66,-459.82,-1392.74,1011.67,-484.913,-1475.51,1094.86,-424.013,-1388.37,965.922,-453.353,-1340.31,1004.05
270,0,-645.771,-1490.81,1466.3,-533.602,-1550.1,1221.65,-618.746,-1580.53,1316.2,-456.014,-1408.36,1007.99,-482.944,-1488.59,1093.17,-420.611,-1405.23,961.397,-448.896,-1356.2,998.768
271,0,-642.822,-1496.28,1466.27,-532.915,-1559.12,1221.26,-617.876,-1587.49,1316.59,-452.703,-1423.92,1004.02,-480.903,-1501.79,1091.65,-417.401,-1422.52,956.957,-445.023,-1372.07,993.101
272,0,-639.771,-1501.69,1466.31,-532.592,-1567.83,1220.8,-617.079,-1594.14,1316.82,-449.5,-1439.76,1000.04,-479.558,-1514.73,1089.97,-414.249,-1440.29,952.627,-441.241,-1388.05,987.228
273,0,-636.918,-1506.96,1466.21,-532.275,-1576.08,1219.95,-616.242,-1600.75,1317.04,-446.932,-1455.29,995.727,-478.167,-1527.48,1088.17,-411.993,-1457.73,947.676,-437.98,-1404.19,981.199
274,0,-634.08,-1512.13,1466.06,-532.019,-1584.09,1219.26,-615.442,-1607,1317.12,-444.715,-1470.98,991.445,-476.909,-1540.43,1086.69,-410.321,-1475.15,942.743,-435.147,-1420.42,974.905
275,0,-631.21,-1517.22,1465.82,-532.008,-1591.83,1218.58,-614.68,-1613.08,1317.15,-442.831,-1486.6,987.117,-476.207,-1552.71,1084.92,-409.27,-1492.94,937.878,-432.968,-1436.6,968.326
276,0,-628.453,-1522.27,1465.48,-532.003,-1599.13,1217.64,-613.832,-1618.93,1317.06,-441.014,-1502.29,983.051,-476.028,-1564.49,1083.02,-408.553,-1510.59,932.791,-430.9,-1452.94,961.834
277,0,-625.63,-1527.23,1465.05,-532.047,-1606.1,1216.71,-612.937,-1624.64,1316.91,-440.297,-1517.71,978.708,-475.931,-1576.16,1081.25,-408.597,-1528.24,928.049,-429.208,-1469.21,955.43
278,0,-622.844,-1532.07,1464.51,-532.046,-1612.72,1215.58,-611.997,-1630.2,1316.67,-439.855,-1533.13,974.607,-476.04,-1587.61,1079.21,-408.939,-1545.97,923.886,-428.102,-1485.46,949.286
279,0,-620.03,-1536.88,1463.83,-532.034,-1619.04,1214.28,-610.939,-1635.62,1316.29,-440.009,-1548.36,970.456,-476.322,-1598.94,1077.24,-409.761,-1563.37,919.947,-427.961,-1501.44,943.313
280,0,-617.208,-1541.59,1462.95,-531.945,-1625.18,1212.79,-609.717,-1640.9,1315.78,-440.483,-1563.42,966.579,-476.954,-1610.13,1075.21,-410.853,-1580.36,916.472,-427.928,-1517.55,938.17
281,0,-614.392,-1546.22,1461.96,-531.782,-1631.31,1211.24,-608.395,-1646.09,1315.13,-441.431,-1578.01,962.904,-477.59,-1620.93,1073.05,-412.311,-1596.77,913.094,-428.638,-1533.05,933.137
282,0,-611.464,-1550.82,1460.81,-531.777,-1637.29,1209.34,-606.992,-1651.23,1314.34,-442.458,-1592.32,959.582,-478.568,-1631.35,1071.06,-413.924,-1612.53,910.207,-429.288,-1548.13,928.539
283,0,-608.522,-1555.45,1459.53,-531.769,-1643.37,1207.44,-605.565,-1656.38,1313.43,-443.677,-1606.2,956.458,-479.566,-1641.39,1068.84,-415.609,-1627.55,907.475,-430.651,-1562.51,924.524
284,0,-605.536,-1560.07,1458.18,-532.069,-1649.43,1205.33,-604.198,-1661.58,1312.49,-445.368,-1619.33,953.475,-480.8,-1651.3,1066.89,-417.211,-1641.75,905.302,-432.419,-1575.99,920.937
285,0,-602.595,-1564.62,1456.72,-532.417,-1655.74,1203.44,-602.878,-1666.93,1311.58,-447.291,-1631.87,950.739,-482.165,-1661.12,1065.05,-418.925,-1654.99,903.304,-434.274,-1588.89,918.433
286,0,-599.633,-1569.47,1455.74,-533.031,-1662.41,1201.73,-601.708,-1672.44,1310.86,-449.362,-1644,948.564,-483.857,-1670.69,1063.36,-420.556,-1667.47,901.766,-436.621,-1600.87,916.281
287,0,-596.755,-1574.31,1454.94,-533.976,-1669.29,1200.26,-600.804,-1678.07,1310.45,-451.548,-1655.53,947.078,-485.92,-1680.13,1062.02,-422.451,-1678.9,900.426,-439.21,-1612.06,914.627
288,0,-593.908,-1579.22,1454.35,-534.966,-1676.64,1199.51,-600.238,-1683.76,1310.4,-454.113,-1666.16,945.648,-488.086,-1689.23,1061.13,-424.789,-1689.82,899.446,-441.533,-1622.88,914.308
289,0,-591.216,-1584.17,1454.14,-536.056,-1684.07,1198.88,-600.047,-1689.51,1310.8,-456.839,-1676.16,944.883,-490.412,-1698.06,1060.53,-427.681,-1699.93,898.427,-443.803,-1632.94,913.746
290,0,-588.523,-1589.18,1454.17,-537.272,-1691.57,1198.92,-600.129,-1695.29,1311.62,-459.643,-1685.53,944.529,-492.753,-1706.68,1060.24,-431.138,-1709.54,897.681,-445.364,-1642.6,914.016
291,0,-585.945,-1594.31,1454.55,-538.131,-1699.21,1199.52,-600.34,-1701.15,1312.83,-462.724,-1694.07,944.128,-495.057,-1715.08,1060.18,-435.13,-1718.51,896.886,-447.156,-1651.42,914.434
292,0,-583.429,-1599.73,1455.38,-538.972,-1706.72,1200.08,-600.564,-1706.99,1314.24,-465.815,-1702.03,944.163,-497.531,-1723.08,1059.99,-439.501,-1726.74,896.12,-448.889,-1659.56,914.889
293,0,-581.022,-1605.32,1456.24,-539.804,-1714.12,1200.73,-600.645,-1712.83,1315.74,-468.78,-1709.29,944.261,-500.017,-1730.64,1059.9,-443.591,-1733.97,895.688,-450.245,-1667.24,916.102
294,0,-578.694,-1611.17,1457.21,-540.411,-1721.48,1201.72,-600.614,-1718.71,1317.25,-471.568,-1715.45,944.26,-502.255,-1737.83,1060.14,-447.48,-1740.01,895.051,-451.698,-1673.78,917.113
295,0,-576.54,-1617.23,1458.28,-541.106,-1728.63,1202.57,-600.498,-1724.65,1318.7,-474.039,-1720.85,944.675,-504.361,-1744.33,1060.29,-450.889,-1744.82,894.364,-453.262,-1679.17,918.095
296,0,-574.406,-1623.63,1459.54,-541.598,-1735.61,1203.43,-600.347,-1730.58,1320.07,-475.932,-1725.48,945.392,-506.176,-1750.2,1060.47,-453.534,-1748.7,894.154,-454.999,-1683.6,919.469
297,0,-572.383,-1630.03,1460.51,-542.019,-1742.47,1204.3,-600.265,-1736.53,1321.32,-477.7,-1729.17,945.772,-507.613,-1755.5,1060.71,-455.521,-1751.45,893.967,-456.566,-1687.04,920.846
298,0,-570.428,-1636.6,1461.48,-542.356,-1749.1,1204.91,-600.275,-1742.43,1322.37,-478.885,-1732.19,946.379,-508.656,-1760.25,1060.8,-456.743,-1753.33,894.162,-457.648,-1689.72,922.652
299,0,-568.48,-1643.35,1462.35,-542.606,-1755.68,1205.51,-600.374,-1748.29,1323.15,-479.533,-1734.53,947.185,-509.427,-1764.63,1060.9,-457.267,-1754.32,894.495,-459.157,-1691.18,923.681
300,0,-566.63,-1650.17,1463.03,-542.812,-1762.14,1205.89,-600.63,-1754.05,1323.62,-479.694,-1736.28,947.957,-509.936,-1768.68,1060.73,-457.158,-1754.64,895.069,-459.953,-1692.17,925.458
301,0,-564.932,-1656.93,1463.43,-542.856,-1768.46,1206.05,-601.045,-1759.68,1323.78,-479.501,-1737.42,948.722,-510.139,-1772.4,1060.46,-456.503,-1754.31,895.512,-460.482,-1692.42,927.032
302,0,-563.332,-1663.81,1463.77,-542.834,-1774.56,1205.76,-601.561,-1765.18,1323.62,-479.61,-1737.37,948.825,-510.035,-1775.79,1059.98,-455.532,-1753.53,895.902,-460.714,-1692.18,928.495
303,0,-561.741,-1670.79,1463.97,-542.895,-1780.36,1205.38,-602.142,-1770.51,1323.21,-478.613,-1737.67,949.293,-509.689,-1778.93,1059.66,-454.347,-1752.16,895.825,-460.704,-1691.68,929.879
304,0,-560.297,-1677.65,1463.99,-542.852,-1785.9,1204.61,-602.652,-1775.67,1322.53,-477.634,-1737.64,949.578,-509.119,-1781.67,1059.02,-452.81,-1750.74,896.068,-460.02,-1691.13,931.301
305,0,-558.912,-1684.38,1463.79,-542.53,-1791.34,1203.97,-603.111,-1780.54,1321.61,-475.929,-1737.6,950.004,-508.362,-1784.04,1058.19,-451.133,-1748.96,895.983,-459.01,-1690.4,932.789
306,0,-557.552,-1691.02,1463.53,-542.098,-1796.32,1203,-603.476,-1785.21,1320.57,-473.992,-1737.45,950.504,-507.209,-1786.32,1057.48,-449.199,-1747.03,895.713,-457.665,-1689.53,934.095
307,0,-556.211,-1697.5,1463.32,-541.687,-1800.88,1201.88,-603.558,-1789.68,1319.4,-472.132,-1736.98,950.602,-506.105,-1788.3,1056.6,-446.996,-1745.03,895.536,-455.752,-1688.75,935.731
308,0,-554.762,-1703.74,1463.01,-541.03,-1805.12,1200.63,-603.472,-1793.84,1318.11,-469.634,-1736.48,950.923,-504.786,-1790.04,1055.63,-444.689,-1742.77,895.282,-453.573,-1687.89,937.409
309,0,-553.274,-1709.69,1462.61,-540.209,-1809.03,1199.38,-603.182,-1797.75,1316.78,-467.381,-1735.8,951.191,-503.188,-1791.61,1054.72,-442.048,-1740.6,895.362,-451.41,-1686.7,938.671
310,0,-551.67,-1715.29,1462.16,-539.285,-1812.53,1198.07,-602.578,-1801.46,1315.5,-465.02,-1734.69,950.983,-501.509,-1792.77,1053.83,-439.32,-1738.34,895.624,-448.842,-1685.52,940.063
311,0,-550.047,-1720.51,1461.68,-538.074,-1815.79,1196.8,-601.737,-1804.98,1314.25,-461.838,-1733.91,951.855,-499.603,-1793.69,1053.07,-436.198,-1736.2,896.178,-445.576,-1684.57,941.883
312,0,-548.089,-1725.55,1461.32,-536.644,-1818.63,1195.58,-600.593,-1808.28,1313.03,-459.012,-1732.86,952.394,-497.387,-1794.28,1052.19,-433.084,-1733.96,896.429,-442.734,-1683.33,943.42
313,0,-546.142,-1730.21,1460.98,-535.009,-1821.11,1194.38,-599.123,-1811.38,1311.96,-455.883,-1731.66,953.007,-495.144,-1794.67,1051.48,-429.711,-1732.01,897.142,-439.538,-1682.03,945.052
314,0,-544.029,-1734.59,1460.62,-533.027,-1823.43,1193.38,-597.307,-1814.36,1310.97,-452.762,-1730.43,953.615,-492.483,-1794.92,1050.86,-426.026,-1730.36,898.188,-436.147,-1680.78,946.771
315,0,-541.633,-1738.74,1460.49,-530.794,-1825.43,1192.45,-595.158,-1817.17,1310.11,-449.653,-1729.26,954.421,-489.762,-1795.07,1050.49,-423.005,-1727.5,898.65,-432.847,-1679.53,948.527
316,0,-539.211,-1742.58,1460.35,-528.224,-1827.28,1191.66,-592.692,-1819.89,1309.35,-446.4,-1728.02,955.174,-486.935,-1794.99,1049.94,-419.292,-1725.52,899.824,-429.32,-1678.44,950.595
317,0,-536.493,-1746.25,1460.19,-525.393,-1828.95,1190.91,-589.882,-1822.51,1308.68,-443.158,-1726.6,955.697,-483.713,-1795.01,1049.74,-415.392,-1723.57,901.038,-426,-1677.16,952.338
318,0,-533.719,-1749.7,1460.21,-522.193,-1830.47,1190.28,-586.8,-1825.07,1308.11,-439.268,-1725.63,957.129,-480.328,-1794.94,1049.6,-411.362,-1721.58,902.436,-422.447,-1675.96,954.41
319,0,-530.823,-1753.04,1460.24,-518.702,-1832.04,1189.95,-583.372,-1827.61,1307.68,-435.516,-1724.31,958.146,-476.461,-1795.02,1049.79,-407.079,-1719.67,904.113,-418.79,-1674.8,956.687
320,0,-527.666,-1756.28,1460.35,-514.922,-1833.48,1189.45,-579.747,-1830.08,1307.28,-431.874,-1722.74,958.942,-472.473,-1794.87,1049.94,-402.578,-1717.72,905.905,-415.299,-1673.31,958.874
321,0,-524.494,-1759.38,1460.43,-510.825,-1835.03,1189.29,-575.87,-1832.58,1307,-427.312,-1721.8,961.008,-468.227,-1794.75,1050.29,-397.869,-1715.75,907.897,-411.753,-1671.75,961.386
322,0,-521.24,-1762.36,1460.47,-506.405,-1836.57,1188.96,-571.818,-1835.03,1306.7,-423.171,-1720.39,962.462,-464.073,-1794.06,1050.57,-392.843,-1713.92,910.38,-408.034,-1670.36,964.334
323,0,-517.845,-1765.29,1460.45,-501.747,-1838.34,1188.74,-567.628,-1837.5,1306.38,-419.258,-1718.67,963.816,-459.616,-1793.67,1050.82,-387.609,-1712.04,913.223,-405.066,-1668.46,966.928
324,0,-514.359,-1768.14,1460.28,-496.828,-1840.34,1188.7,-563.381,-1839.98,1305.98,-414.492,-1717.46,966.257,-454.681,-1793.43,1051.35,-382.053,-1710.29,916.55,-400.984,-1667.24,970.618
325,0,-510.882,-1770.85,1459.84,-491.622,-1842.51,1188.68,-558.997,-1842.52,1305.7,-410.238,-1715.82,968.125,-449.328,-1793.51,1052.4,-376.959,-1707.86,919.067,-397.36,-1665.64,973.704
326,0,-507.327,-1773.49,1459.3,-486.18,-1845.03,1188.81,-554.576,-1845.1,1305.41,-405.206,-1714.59,970.855,-444.118,-1793.41,1053.1,-371.631,-1705.35,922.187,-393.215,-1664.45,977.706
327,0,-503.556,-1776.23,1458.86,-480.344,-1847.93,1189.02,-550.15,-1847.78,1305.15,-400.757,-1712.57,972.872,-438.675,-1793.48,1053.96,-366.088,-1702.75,925.763,-389.052,-1662.96,981.829
328,0,-499.749,-1778.98,1458.46,-474.254,-1851.15,1189.38,-545.841,-1850.57,1304.83,-395.374,-1711.25,976.484,-433.093,-1793.63,1055.06,-361.003,-1699.79,929.594,-385.383,-1660.87,985.522
329,0,-496.053,-1781.94,1458.1,-467.877,-1854.74,1190.12,-541.57,-1853.42,1304.61,-390.413,-1709.66,980.103,-426.861,-1794.27,1057.01,-356.185,-1696.26,933.057,-380.77,-1659.71,990.984
330,0,-492.455,-1784.95,1457.74,-461.256,-1858.54,1190.87,-537.286,-1856.43,1304.34,-385.75,-1707.79,983.958,-420.719,-1794.78,1058.82,-351.523,-1692.62,937.36,-377.365,-1657.69,995.557
331,0,-488.895,-1788.26,1457.58,-454.465,-1862.48,1191.67,-533.024,-1859.48,1304.02,-380.799,-1705.94,988.554,-414.748,-1795.24,1060.7,-346.518,-1689.02,942.608,-373.643,-1656.12,1001.67
332,0,-485.293,-1791.67,1457.48,-447.675,-1866.56,1192.62,-528.683,-1862.66,1303.85,-376.599,-1703.73,993.079,-408.326,-1795.99,1063.31,-341.866,-1685.1,947.984,-370.325,-1654.12,1007.62
333,0,-481.652,-1795.23,1457.48,-440.679,-1870.78,1193.61,-524.308,-1865.88,1303.55,-371.625,-1702.05,998.618,-401.986,-1796.73,1066.1,-337.356,-1681.07,953.804,-366.855,-1652.6,1014.33
334,0,-478.187,-1798.83,1457.48,-433.733,-1874.94,1194.91,-519.771,-1869.23,1303.34,-366.83,-1700.3,1004.61,-395.729,-1797.3,1068.97,-332.686,-1677.38,960.559,-363.633,-1651.14,1021.37
335,0,-474.648,-1802.49,1457.51,-426.746,-1879.02,1196.15,-515.1,-1872.71,1303.2,-362.447,-1698.52,1010.54,-389.737,-1797.77,1071.85,-328.372,-1673.61,967.133,-360.415,-1649.78,1028.58
336,0,-471.17,-1806.2,1457.65,-419.79,-1882.98,1197.42,-510.306,-1876.12,1303.25,-358.109,-1696.89,1016.57,-383.514,-1798.49,1075.24,-324.293,-1670.05,973.982,-357.078,-1648.81,1036.16
337,0,-467.616,-1809.91,1457.96,-412.985,-1886.75,1198.63,-505.387,-1879.56,1303.36,-353.333,-1695.83,1023.49,-377.458,-1799.17,1078.8,-320.532,-1666.6,980.894,-354.171,-1647.71,1043.22
338,0,-464.078,-1813.51,1458.3,-406.282,-1890.37,1199.95,-500.31,-1883.03,1303.54,-349.387,-1694.28,1029.08,-371.884,-1799.62,1081.6,-316.446,-1663.6,988.211,-351.237,-1647.1,1050.79
339,0,-460.485,-1816.88,1458.53,-399.798,-1893.99,1201.37,-495.113,-1886.54,1303.89,-345.557,-1693.04,1035.17,-366.085,-1800.42,1085.3,-312.822,-1660.69,995.34,-348.826,-1646.2,1057.64
340,0,-456.861,-1820.11,1458.78,-393.501,-1897.4,1202.74,-489.882,-1890.06,1304.35,-341.786,-1691.93,1041.06,-360.62,-1801.15,1088.61,-308.805,-1658.44,1002.88,-345.854,-1645.89,1064.85
341,0,-453.071,-1823.19,1458.98,-387.452,-1900.62,1203.72,-484.604,-1893.55,1305.03,-337.62,-1691.47,1047.49,-355.3,-1801.9,1091.87,-305.168,-1656.14,1009.86,-343.347,-1645.58,1071.51
342,0,-449.346,-1826.12,1459.21,-381.613,-1903.77,1204.94,-479.38,-1897.01,1305.72,-333.726,-1691.01,1053.47,-350.033,-1802.79,1095.23,-301.503,-1654.21,1016.87,-340.412,-1645.8,1078.37
343,0,-445.545,-1828.95,1459.41,-375.993,-1906.76,1205.87,-474.207,-1900.4,1306.37,-329.794,-1690.72,1059.42,-345.098,-1803.49,1097.96,-297.773,-1652.65,1023.8,-337.64,-1645.97,1084.87
344,0,-441.689,-1831.72,1459.52,-370.524,-1909.69,1206.76,-469.099,-1903.74,1306.94,-326.353,-1690.28,1064.43,-340.113,-1804.47,1101.03,-294.22,-1651.29,1030.42,-335.037,-1646.3,1090.89
345,0,-437.821,-1834.33,1459.45,-365.2,-1912.51,1207.54,-464.03,-1906.94,1307.46,-322.574,-1690.35,1069.9,-335.283,-1805.34,1103.58,-290.713,-1650.1,1036.63,-332.322,-1646.78,1096.76
346,0,-433.835,-1836.94,1459.37,-360.088,-1915.19,1208.06,-459.058,-1910.12,1307.84,-319.067,-1690.3,1074.61,-330.687,-1806.18,1106.03,-286.985,-1649.38,1042.85,-329.458,-1647.49,1102.24
347,0,-429.904,-1839.54,1459.08,-355.126,-1917.75,1208.3,-454.184,-1913.15,1307.95,-315.514,-1690.47,1078.94,-326.068,-1807.16,1108.28,-283.508,-1648.54,1048.35,-326.644,-1648.38,1107.42
348,0,-426.046,-1842.16,1458.63,-350.272,-1920.24,1208.31,-449.457,-1916.12,1307.76,-311.834,-1690.98,1083.22,-321.595,-1808.11,1110.11,-279.781,-1648.25,1053.63,-323.889,-1649.26,1111.81
349,0,-422.142,-1844.88,1458.12,-345.668,-1922.55,1207.9,-444.876,-1919,1307.32,-308.401,-1691.25,1086.52,-317.319,-1809.04,1111.43,-276.519,-1647.79,1058.09,-320.923,-1650.28,1116
350,0,-418.278,-1847.67,1457.42,-341.286,-1924.78,1207.27,-440.482,-1921.76,1306.65,-304.83,-1691.82,1089.78,-313.323,-1809.88,1112.29,-273.107,-1647.45,1061.76,-318.046,-1651.27,1119.39
351,0,-414.555,-1850.55,1456.68,-337.008,-1926.95,1206.47,-436.27,-1924.46,1305.77,-301.222,-1692.54,1092.66,-309.354,-1810.85,1113.15,-269.52,-1647.67,1065.62,-315.117,-1652.34,1122.6
352,0,-410.808,-1853.59,1455.9,-332.984,-1929.08,1205.47,-432.259,-1927.09,1304.7,-298.073,-1692.94,1094.47,-305.401,-1811.97,1113.83,-266.292,-1647.76,1068.44,-312.126,-1653.53,1125.21
353,0,-407.114,-1856.63,1454.88,-329.079,-1931.23,1204.44,-428.415,-1929.79,1303.39,-294.677,-1693.81,1096.38,-301.811,-1812.97,1113.9,-263.068,-1648.16,1071.1,-309.139,-1654.88,1127.59
354,0,-403.445,-1859.69,1453.85,-325.447,-1933.36,1203.21,-424.775,-1932.38,1301.99,-291.289,-1694.86,1098.13,-298.242,-1814.24,1114,-259.683,-1648.81,1073.35,-306.24,-1656.16,1129.4
355,0,-399.825,-1862.76,1452.82,-322.013,-1935.49,1201.57,-421.311,-1934.97,1300.52,-287.983,-1696.07,1099.69,-294.942,-1815.5,1113.86,-256.736,-1649.53,1075.12,-303.373,-1657.4,1130.78
356,0,-396.218,-1865.78,1451.87,-318.811,-1937.79,1200.46,-418.01,-1937.55,1299.07,-284.898,-1697.31,1100.62,-291.817,-1816.99,1113.69,-253.566,-1650.48,1076.57,-300.136,-1659.21,1132.58
357,0,-392.68,-1868.72,1450.94,-315.933,-1940.03,1199.04,-414.896,-1940.09,1297.76,-282.093,-1698.59,1101.19,-288.934,-1818.52,1113.29,-250.55,-1651.89,1078.06,-296.925,-1661.14,1134.05
358,0,-389.152,-1871.58,1450.21,-313.276,-1942.34,1197.65,-411.984,-1942.54,1296.59,-279.184,-1700.32,1101.97,-286.257,-1820.27,1112.96,-247.683,-1653.3,1079.05,-294.201,-1662.79,1134.63
359,0,-385.85,-1874.22,1449.55,-310.835,-1944.71,1196.6,-409.311,-1944.94,1295.7,-276.466,-1702.09,1102.47,-283.889,-1822.06,1112.45,-244.922,-1655.11,1079.98,-291.288,-1665.01,1135.68
